,EAN,,Name,,,,,,EKN
Soll,426077054991,0,Schoko-Herzen von Herzen,St,,402,7,-40,"3,59 €"
Soll,12434,0,"Schwarze Bohnen ""Black Turtle""",kg,,304,7,"-45,36","3,10 €"
Soll,426062641312,0,matabooks A5 Meddow,St,,600,19,-3,"12,54 €"
Soll,427000295526,0,Curry Kammergold,450g,,302,7,1,"4,24 €"
Soll,427000295522,0,Gulasch Kammergold,450g,,302,7,-4,"4,24 €"
Soll,427000279980,0,Bolognese Kammergold,450g,,302,7,1,"4,24 €"
Soll,427000295520,0,Linsensuppe Kammergold,450g,,302,7,-4,"4,24 €"
Soll,12418,0,"Mozartkugel, Bio",St,,104,7,-239,"1,91 €"
Soll,12419,0,Grünkern,kg,,201,7,"-54,922","4,25 €"
Soll,12421,0,Zuckerstreusel bunt,kg,,401,7,"-1,132","22,20 €"
Soll,12422,0,Bitbox Rosenrot,St,,601,19,-34,"2,17 €"
Soll,12426,0,Mandeln geröstet und gesalzen,kg,,303,7,"-44,696","16,39 €"
Soll,12427,0,Knabber-Kichererbsen,kg,,303,7,"-0,144","14,55 €"
Soll,400930911476,0,Cornichons im Pfandglas,280g,MAR,302,7,-307,"3,97 €"
Soll,426049122228,0,Deostick Pink Grapefruit,40g,BDN,602,19,-23,"3,00 €"
Soll,426049122227,0,Deostick Persian Lime,40g,BDN,602,19,-60,"3,00 €"
Soll,404620341814,0,Teelichtglas,St,KFH,604,19,-41,"0,35 €"
Soll,978375492537,0,Eine Reise zu Dir selbst,St,,605,7,-2,"25,60 €"
Soll,978396966720,0,Paul Pulli,St,,605,7,1,"11,20 €"
Soll,12096,0,Staudensellerie,kg,,101,7,"-14,724","1,89 €"
Soll,401553304882,0,Hafer Cuisine glutenfrei,"0,33l",VOE,302,7,-251,"1,38 €"
Soll,426077054001,0,Grüne Oliven entsteint 500 g,500g,,302,7,-73,"4,37 €"
Soll,426077054018,0,Grüne Olivenpaste,250g,,302,7,-37,"4,07 €"
Soll,426077054016,0,Kalamon Olivenpaste,250g,,302,7,-75,"4,22 €"
Soll,12100,0,Mandeln gemahlen,kg,,303,7,"-43,698","15,50 €"
Soll,805257509058,0,Nocciolata Crema Crunchy,250g,RDA,401,7,-107,"3,80 €"
Soll,426077054000,0,Tahin Pfand,270g,,302,7,-2,"4,22 €"
Soll,12439,0,Tragetaschen,St,,604,19,-1,"4,90 €"
Soll,426069565019,0,Reinigungs-Tab Boden,St,,603,19,-14,"0,53 €"
Soll,426069565014,0,Reinigungs-Tab Glas,St,,603,19,-30,"0,53 €"
Soll,426069565008,0,Reinigungs-Tab Küche,St,,603,19,-12,"0,75 €"
Soll,426069565028,0,Shaun Super Seife,St,,603,19,-2,"2,30 €"
Soll,406360850026,0,Hafer Drink Barista,1l,bfn,501,19,-197,"1,83 €"
Soll,12452,0,Haushaltshandschuhe,Paar,,604,19,-69,"0,96 €"
Soll,12454,0,Samenbomben in der Tüte,St,,600,19,-27,"4,00 €"
Soll,426069772060,0,Mangold,St,,101,7,-3,"2,29 €"
Soll,12518,0,"Kropfhalsflasche 0,1 l weiß PP 22",St,,601,19,-1,"0,85 €"
Soll,11028,0,"Olivenöl Au verd 0,25l",St,,302,7,-20,"6,16 €"
Soll,426069772074,0,Spinat,kg,,600,7,"-7,596","4,16 €"
Soll,426069772128,0,Tomate,St,,600,7,-2,"2,29 €"
Soll,426069772120,0,Bienenweide,St,,600,7,-4,"2,29 €"
Soll,426069772047,0,Kürbis,St,,600,7,-4,"2,29 €"
Soll,426069772124,0,Rote Bete Samentüte,St,,600,7,-5,"2,29 €"
Soll,426069772073,0,Schnittlauch,St,,101,7,-15,"2,29 €"
Soll,426069772005,0,Salatrauke,St,,101,7,-1,"2,29 €"
Soll,426069772103,0,Rankzwerge,St,,600,7,-1,"11,71 €"
Soll,12456,0,Trockenhefe,kg,,401,7,"-0,346","82,05 €"
Soll,978354806222,0,Wildlife Gardening,St,,605,7,1,"10,50 €"
Soll,12458,0,Seife Woidsiederei,St,,602,19,-1,"3,55 €"
Soll,12459,0,Kaffee und Kuchen,St,,103,7,-14,"2,70 €"
Soll,12460,0,"KUCHEN 4,00€",St,,103,7,-1334,"2,00 €"
Soll,12463,0,Salbei,kg,,502,7,"-0,264","22,00 €"
Soll,426077054019,0,"Tomaten, getrocknet in Ölivenöl",250g,,302,7,-32,"5,31 €"
Soll,12464,0,Baby-Bananen getrocknet,kg,,303,7,"-20,066","14,53 €"
Soll,426018968145,0,Tomaten-Suppe,450ml,RBM,302,7,-114,"2,87 €"
Soll,12465,0,Haferdrink Pulver,kg,,501,19,"-116,412","13,24 €"
Soll,12466,0,Schokolierte Früchte,kg,,303,7,"-76,036","21,84 €"
Soll,978395640318,0,Welt ohne Ende,St,,605,7,1,"29,17 €"
Soll,428000119688,0,Kein Ei Salat,250g,blf,302,7,-25,"3,60 €"
Soll,12468,0,Butterbrezel,St,,104,7,-67,"1,00 €"
Soll,978349900047,0,42 Grad,St,,605,7,-4,"7,80 €"
Soll,426049122221,0,Deostick Coco Mania,40g,BDN,602,19,-21,"3,18 €"
Soll,12470,0,Apfelringe,kg,,303,7,"-12,362","20,86 €"
Soll,12471,0,"Hagebuttentee, Bio",kg,,502,7,"0,444","16,35 €"
Soll,12472,0,Rote Bete Bund,St,,101,7,-17,"2,28 €"
Soll,400816473270,0,Brotaufstrich Kicherbsen Kreuzkümmel,250g,MBQ,302,7,-197,"2,60 €"
Soll,400816473271,0,Brotaufstrich Meerrettich Apfel,250g,MBQ,302,7,-137,"2,52 €"
Soll,400816473272,0,Brotaufstrich Tomate Bärlauch,250g,MBQ,302,7,-266,"2,67 €"
Soll,12524,0,Champignonbürste mit Stiel,St,,604,19,-6,"2,65 €"
Soll,426077054015,0,Kalamon entsteint in Wasser&Meersalz im Pfandglas,130g,,302,7,-27,"2,88 €"
Soll,426076052008,0,Kein-Fleischsalat,250g,blf,102,7,-27,"3,60 €"
Soll,401553304992,0,Shot Ingwer Kurkuma,"0,2l",VOE,501,19,-53,"1,93 €"
Soll,401553304994,0,Shot Ingwer Original,"0,2l",VOE,501,19,-41,"1,93 €"
Soll,12262,0,Tofu in Öl,150g,,100,7,-489,"3,00 €"
Soll,426069565001,0,Spülschwamm,St,,604,19,-1,"2,19 €"
Soll,426039779302,0,Shampoo Dusche,St,,604,19,-7,"3,12 €"
Soll,426039779267,0,Zahnbürste Kinder,St,,604,19,-12,"1,50 €"
Soll,426039779342,0,Shampoo Elephant,St,,602,19,-1,"3,12 €"
Soll,11366,0,"Krapfen, Bio",St,,104,7,-59,"3,06 €"
Soll,401553304760,0,Caipirinha Cocktail,200ml,VOE,501,19,-48,"1,72 €"
Soll,426034815013,0,Heidelbeerpüree,250g,,302,7,-11,"2,55 €"
Soll,401553304152,0,Haferdrink,"0,75l",VOE,501,19,-766,"1,28 €"
Soll,401553304762,0,Pina Colada,200ml,VOE,501,19,-47,"1,72 €"
Soll,12302,0,Cubes (verschiedene),kg,,303,7,"-45,164","21,36 €"
Soll,12303,0,Kakaonibs,kg,,402,7,"-9,112","17,36 €"
Soll,426034482014,0,Mondino Senza alkoholfrei,"0,675l",mon,501,19,-33,"9,65 €"
Soll,12232,0,Rettich schwarz,kg,,101,7,"-4,198","1,90 €"
Soll,12233,0,Steckrüben,kg,,101,7,"-4,218","1,89 €"
Soll,426036585473,0,24h Creme,50ml,,602,19,-2,"10,00 €"
Soll,978386581458,0,Einfach jetzt machen,St,,605,7,1,"8,40 €"
Soll,978396238121,0,Utopien,St,,605,7,1,"16,80 €"
Soll,978396238201,0,"unser Land, Nähe, Mut und Vielfalt (Mängelexemplar)",St,,605,7,2,"8,40 €"
Soll,805336964925,0,Pinot Grigio Wild Nature,"0,75l",,501,19,-4,"5,27 €"
Soll,805336964902,0,Prosecco Frizzante Wild Nature,"0,75l",,501,19,-2,"5,91 €"
Soll,912010473027,0,Naked Red Heinrich,"0,75l",,501,19,-7,"6,12 €"
Soll,805336964900,0,Prosecco Spumante Wild Nature,"0,75l",,501,19,-1,"7,91 €"
Soll,12148,0,Jas Desclans Rouge,"0,75l",,501,19,-3,"6,97 €"
Soll,805336964954,0,Valpolicella Ripasso Wild Nature,"0,75l",,501,19,-4,"10,63 €"
Soll,12165,0,Lebkuchengewürz Bio,kg,,301,7,"-0,864","23,60 €"
Soll,12166,0,Clementinen,kg,,101,7,"-161,83","2,75 €"
Soll,12167,0,"Chinesischer Grüntee, Bio",kg,,502,7,"-15,088","19,50 €"
Soll,12170,0,Orangen,kg,L,101,7,"-371,782","1,99 €"
Soll,12171,0,Kaki,Stk,L,101,7,-16,"3,70 €"
Soll,978351807362,0,das terrestrische Manifest,St,,605,7,1,"10,42 €"
Soll,12159,0,"Gin, Bio",Kg,,501,19,"-0,66","22,00 €"
Soll,12160,0,"Cashew Curry, Bio",Kg,,303,7,"-79,634","17,45 €"
Soll,426069565002,0,Feste Spülseife,80g,,603,19,-40,"2,58 €"
Soll,401719446894,0,Joghurt Kaffee Vanille,500g,SBG,102,7,-34,"1,64 €"
Soll,426018968143,0,Kürbis Kokos Suppe,450ml,RBM,302,7,-96,"2,87 €"
Soll,426018968141,0,Karotten Ingwer Suppe,450ml,RBM,302,7,-64,"2,87 €"
Soll,12136,0,Maulbeeren,kg,,303,7,"-4,996","8,63 €"
Soll,12145,0,Glitzerpinsel,St,,602,19,1,"5,00 €"
Soll,978352230581,0,Es geht um die Wurst,St,,605,7,1,"10,40 €"
Soll,978396238177,0,Anthropozän,St,,605,7,1,"10,80 €"
Soll,978396238219,0,In Zukunft hitzefrei,St,,605,7,1,"11,40 €"
Soll,12150,0,Brotgewürz Bio,kg,,301,7,"-0,508","26,80 €"
Soll,12137,0,"Darjeeling, Bio",kg,STN,502,7,"-9,444","28,70 €"
Soll,401553304372,0,Hafer Mandel,"0,75l",VOE,501,7,-79,"1,93 €"
Soll,401553304396,0,Hafer Drink Calc Rotalgenpulver,"0,75l",VOE,501,19,-37,"1,58 €"
Soll,401553304370,0,Haferdrink Barista,"0,75l",VOE,501,19,-439,"1,47 €"
Soll,12265,0,Tasche 35x45cm,St,,600,19,-1,"15,00 €"
Soll,978383120592,0,WIR.,St,,605,7,1,"13,45 €"
Soll,912010473037,0,Juicy,"0,74",,501,19,-1,"4,68 €"
Soll,78422852923,0,Rasierklingen,St,,602,19,-1,"2,00 €"
Soll,426049122224,0,Deostick Mint,40g,,602,19,-1,"3,00 €"
Soll,426049122222,0,Deostick Green Fusion,40g,BDN,602,19,-30,"3,18 €"
Soll,426049122223,0,Deostick Urban Black,40g,BDN,602,19,-30,"3,00 €"
Soll,425094176935,0,Anhänger Wabenball Lampion,St,,600,7,-2,"3,85 €"
Soll,978381860267,0,Kochen mit regionalem Urgetreide,St,,605,7,-3,"14,80 €"
Soll,12247,0,Physalis,kg,,303,7,"-17,274","18,43 €"
Soll,13623,0,Salat Billesberger,St,,101,7,-54,"1,88 €"
Soll,401719446431,0,Joghurt stichfest,500g,SBG,102,7,-701,"1,33 €"
Soll,401719446884,0,Honig Walnuss Joghurt 500g,500g,SBG,102,7,-151,"1,72 €"
Soll,11414,0,Servietten,St,,600,19,1,"5,00 €"
Soll,12248,0,Pfeffer schwarz Bio,kg,,301,7,"-25,957","18,00 €"
Soll,12253,0,Paprika scharf Bio,kg,,301,7,"0,321","16,70 €"
Soll,12272,0,Kurkuma Bio,kg,,301,7,"-9,713","10,95 €"
Soll,12273,0,Chili Bio gemahlen,kg,,301,7,"-0,421","24,30 €"
Soll,12274,0,Kreuzkümmel (Cumin) ganz,kg,,301,7,"-5,135","15,50 €"
Soll,12275,0,Paprika geräuchert Bio,kg,,301,7,"-3,419","19,00 €"
Soll,12276,0,Senfkörner gelb,kg,,301,7,"-0,6","6,90 €"
Soll,12278,0,Kardamom ganz Bio,kg,,301,7,"-0,681","34,80 €"
Soll,12280,0,Lemongras gemahlen Bio,kg,,301,7,"0,865","18,70 €"
Soll,12281,0,Minze,kg,,301,7,"0,356","14,10 €"
Soll,12282,0,Berberitzen,kg,,301,7,"-0,11","24,30 €"
Soll,401719446410,0,der Aktive Joghurt,500g,SBG,102,7,-575,"1,35 €"
Soll,427000103011,0,Wildbag 60L,St,,604,19,-69,"2,10 €"
Soll,427000103010,0,Wildbag 35L,St,,604,19,-126,"1,85 €"
Soll,427000103012,0,Wildbag 25L,St,,604,19,-128,"1,65 €"
Soll,12297,0,Buchweizen,kg,,201,7,"-148,58","3,55 €"
Soll,426036585355,0,Shea Lipbalm,20ml,,602,19,-25,"3,50 €"
Soll,12300,0,Haargummi,St,,602,19,-1,"0,70 €"
Soll,11646,0,"Nussecke, Vegan",St,,104,7,-2032,"1,95 €"
Soll,401553305096,0,Haferdrink Natur frisch,St,VOE,501,7,-195,"1,83 €"
Soll,402413202331,0,Zirbelkiefer bio,5ml,NMO,602,19,-2,"4,99 €"
Soll,12204,0,KBO Notenengel,St,KBO,604,7,-6,"1,20 €"
Soll,401553304796,0,Reisdrink Demeter,"0,75l",VOE,501,19,-48,"1,67 €"
Soll,12409,0,Cashewkerne Tamari-Sesam,kg,,303,7,"-143,734","17,45 €"
Soll,12163,0,Mammalade 200g,200g,,401,7,-285,"2,06 €"
Soll,12410,0,Haselnüsse gemahlen,kg,,303,7,"-28,964","13,00 €"
Soll,401553305004,0,Hafer Golden Kurkuma Drink,330ml,VOE,501,19,-11,"1,25 €"
Soll,10431,0,Butternut Kürbis,kg,,101,7,"-51,856","2,24 €"
Soll,426077054017,0,Olivenpaste ,250g,,302,7,-24,"4,07 €"
Soll,978396238373,0,Easy Unverpackt Handbuch,St,,605,7,2,"6,80 €"
Soll,12091,0,"Earl Grey, Bio",kg,STN,502,7,"-19,129","29,55 €"
Soll,12092,0,"Früchtetraum, Bio",kg,STN,502,7,"-3,504","25,20 €"
Soll,12093,0,"Curry süß, Bio",kg,STN,301,7,"1,103","19,30 €"
Soll,12094,0,Majoran Bio,kg,STN,301,7,"-0,445","43,60 €"
Soll,12095,0,Zimz gemahlen Bio,kg,STN,301,7,"-14,336","38,60 €"
Soll,12097,0,Knoblauch Granulat Bio,kg,STN,301,7,"-1,112","23,10 €"
Soll,12098,0,Kümmel Bio,kg,STN,301,7,"-5,51","11,70 €"
Soll,12099,0,Anis Bio,kg,STN,301,7,"-1,267","12,40 €"
Soll,12101,0,Vanillezucker Bio,kg,STN,301,7,"-7,73","45,19 €"
Soll,12102,0,Nelken Bio,kg,STN,301,7,"0,059","26,80 €"
Soll,12103,0,"Winternacht Tee, Bio",kg,STN,502,7,"-1,98","26,40 €"
Soll,12104,0,"Rooibostee, Bio",kg,STN,502,7,"-3,756","22,75 €"
Soll,12105,0,"Blütenmischung, Bio",kg,STN,502,7,"0,625","48,35 €"
Soll,12106,0,"Orangenfrüchtetee, Bio",kg,STN,502,7,"-0,855","25,20 €"
Soll,12107,0,"Brennnesseltee, Bio",kg,STN,502,7,"0,13","19,10 €"
Soll,12108,0,"Ingwer Energietee, Bio",kg,STN,502,7,-5,"26,90 €"
Soll,12109,0,"Waldbeerenfrüchtetee, Bio",kg,STN,502,7,"-0,02","20,40 €"
Soll,12111,0,"KutzKutztee, Bio",kg,STN,502,7,"-6,924","41,35 €"
Soll,12112,0,"Ingwer kandiert, Bio",kg,MOR,402,7,"-12,912","19,30 €"
Soll,401304400025,0,Reinweinstein Backpulver,kg,BTH,401,7,"-1,822","5,15 €"
Soll,900414590358,0,Pasta & Pizzagewürz Bio,kg,STN,301,7,"-0,014","26,90 €"
Soll,426034815218,0,Senf mittelscharf,St,,302,7,-40,"1,95 €"
Soll,520242320102,0,Olivenmix al Naturale,175g,MAN,302,7,-23,"2,65 €"
Soll,426077054014,0,"Kalamon Oliven mit Stein, Wasser + Meersalz",250 g,K,302,7,-28,"2,88 €"
Soll,74576007841,0,Deobalsam Blutorange-Limette,50 ml,K,602,19,-7,"4,44 €"
Soll,74283268352,0,"Honig Bernstein, Bio",400 g,SIZ,401,7,-1,"6,64 €"
Soll,426041898430,0,Deo Creme Limone vegan 50g,St,RSR,602,19,-3,"3,65 €"
Soll,426041898437,0,Deo creme Gute Laune vegan 50 g,St,RSR,602,19,-3,"3,65 €"
Soll,426041898456,0,Bodybutterbox,St,RSR,602,7,-15,"4,40 €"
Soll,12802,0,"Pistazien ohne Schale, geröstet Bio",kg,,303,7,"-14,374","45,50 €"
Soll,12803,0,Feldsalat Billesberger,kg,,101,7,"-3,586","18,00 €"
Soll,11116,0,Zitronen Amalfi,kg,,101,7,"-62,614","4,40 €"
Soll,11233,0,Salbei frisch,kg,,101,7,"-0,088","25,00 €"
Soll,12794,0,A4 Wochenplaner Bücherliebe,St,,606,7,-6,"6,41 €"
Soll,426062641282,0,Samenbuch - Feather,St,,600,19,-3,"8,76 €"
Soll,426062641156,0,Samenbuch - Orange,St,,600,19,-2,"8,76 €"
Soll,12795,0,Chai Tee Gewürz Bio,kg,SSP,301,7,"-0,378","32,30 €"
Soll,12796,0,Alpenkräuter Salz Bio,kg,SSP,301,7,"-10,896","26,20 €"
Soll,12797,0,Kreuzkümmel (Cumin) gem.,kg,SSP,301,7,"-1,916","17,80 €"
Soll,12798,0,Kokosmilch Pulver Bio,kg,SSP,300,7,"-12,028","33,80 €"
Soll,12800,0,Spicy Bombay Curry scharf Bio,kg,SSP,301,7,"-1,142","23,00 €"
Soll,12801,0,Cayennepfeffer Bio,kg,SSP,301,7,"-0,334","21,40 €"
Soll,426041898433,0,Deo Creme Sensitiv 50 g,St,RSR,602,19,-3,"3,65 €"
Soll,402898201264,0,"Rasierhobel, traditionell, rot vergoldet",St,,602,19,-3,"25,50 €"
Soll,12804,0,Champignonbürste mit Stie,St,,600,19,-13,"2,55 €"
Soll,403789299990,0,"Rasierhobel, traditionell",St,,602,19,-2,"22,95 €"
Soll,13758,0,"Bio Sommer Biscuit Orangen Kugeln, vegan",St,,402,7,-50,"0,78 €"
Soll,12806,0,Gärtnerbürste,St,,602,19,-18,"4,15 €"
Soll,12807,0,"Schuh-Schmutzbürste, Eiche",St,,600,19,-7,"4,35 €"
Soll,12809,0,"Schuhlöffel mit Lederband, 64 cm",St,,600,19,-10,"6,15 €"
Soll,403789252133,0,"Küchenhandtuch, rot",St,,600,19,-24,"2,45 €"
Soll,403789252111,0,"Küchenhandtuch, blau",St,,600,19,-41,"2,45 €"
Soll,740450182962,0,Savion Reiseseife,St,,602,19,-1,"4,60 €"
Soll,11831,0,Entkoffeinierter Bio Espresso Honduras,St,SCHN,0,7,"0,226","24,54 €"
Soll,10021,0,Schafwollpellets,kg,,606,19,"-37,118","7,56 €"
Soll,12812,0,"Sandorini Duschgel, Bio Vegan",kg,CMD,602,19,"-52,126","11,84 €"
Soll,12813,0,Schokotafel 50g,St,Kräm,402,7,-41,"1,77 €"
Soll,12951,0,Narzissen im Topf           NL,st,L,1800,7,-9,"20,80 €"
Soll,12831,0,9er Endivien,St,L,101,7,-37,"1,61 €"
Soll,12866,0,Petersilie Bund glatt       IT,Bund,L,1300,7,-8,"0,99 €"
Soll,12881,0,Ras al Hanut,kg,,301,7,"-235,638","37,40 €"
Soll,12934,0,Passionsfrucht,kg,L,101,7,"-8,502","13,50 €"
Soll,12284,0,Piment ganz Bio,kg,,301,7,"0,053","24,20 €"
Soll,12987,0,Bienenwachsrolle 10 cm (10x50),St,,604,19,-10,"1,65 €"
Soll,12285,0,Schwarzkümmel Bio,kg,,301,7,"-3,032","21,90 €"
Soll,12286,0,Basilikum,kg,,301,7,"-0,453","9,40 €"
Soll,12287,0,Räuchertofu würzig,kg,agm,100,7,"-711,764","19,00 €"
Soll,12443,0,Granola,kg,,202,7,"-0,336","0,00 €"
Soll,12238,0,Gewürzdose,St,,601,19,-3,"1,67 €"
Soll,12172,0,Kerze klein,St,,604,19,-284,"3,74 €"
Soll,978395470240,0,Wahre Leben der Bauernhoftiere - Mängelexemplar,St,,605,7,1,"11,95 €"
Soll,729,0,"Croissant, Bio",St,BROT,104,7,-1781,"1,75 €"
Soll,11442,0,Haselnüsse,kg,,303,7,"-351,052","13,48 €"
Soll,978383104501,0,Vegan Baking,St,,605,7,-1,"18,36 €"
Soll,978383104651,0,Vegetarisch,St,,605,7,-1,"31,96 €"
Soll,978383387570,0,Vegan! Das Goldene von GU,St,,605,7,-1,"18,25 €"
Soll,12766,0,"Nikolausfigur Relief, 20g, lose, VM",St,,402,7,-20,"1,48 €"
Soll,13606,0,Kardamom gemahlen,Kg,,301,7,"-0,36","34,30 €"
Soll,13609,0,KBO Bleistift,St,,600,7,-6,"1,20 €"
Soll,426039779215,0,"Interdentalbürsten - 0,6",St,,602,19,-1,"1,11 €"
Soll,13611,0,KBO Lucia,St,,600,7,-6,"3,00 €"
Soll,13612,0,KBO Geschenkanhänger,St,,600,7,-1,"1,00 €"
Soll,978394945882,0,Simplify your life,St,,605,7,-17,"18,40 €"
Soll,425094174262,0,Kosmetiktasche,St,,602,19,-2,"4,68 €"
Soll,13629,0,Umhängetasche,St,,600,19,-3,"21,88 €"
Soll,425094177091,0,Kochlöffel mit Herz,St,,604,19,-13,"2,90 €"
Soll,13614,0,Herz aus Speckstein,St,,600,19,-6,"1,90 €"
Soll,425094176758,0,Geschenkbeutel Rentier,St,,604,19,-3,"1,39 €"
Soll,425094176723,0,Keramik Tanne Tropfen,St,,600,19,-25,"1,40 €"
Soll,425094176739,0,Keramik Stern,St,,600,19,-8,"1,40 €"
Soll,425094176720,0,Keramik Herz,St,,600,19,-18,"1,40 €"
Soll,13615,0,Schichtnougat Barren Kraemers,Kg,,402,7,"-0,528","32,13 €"
Soll,13616,0,Schoko Weihnachtsmann 30g,St,,402,7,-16,"1,45 €"
Soll,403789221095,0,Nagelbürste,St,,604,19,-24,"1,40 €"
Soll,13620,0,Grubenhandtuch,St,,604,19,-5,"4,05 €"
Soll,13621,0,Thermobecher,St,,604,19,-5,"17,49 €"
Soll,13622,0,Focaccia Tomate Mozzarella im Holzkorb,kg,l,104,7,"-0,756","6,90 €"
Soll,11641,0,Ripple Mason Jar | 0.4 Liter,St,,601,19,-9,"4,88 €"
Soll,426057712262,0,Vorratsglas eckig | 1.0 L,St,,601,19,-3,"7,02 €"
Soll,13624,0,Ripple Mason Jar | 0.25 L,St,,601,19,-5,"4,28 €"
Soll,13625,0,Oleni Mason Jar | Mini,St,,601,19,-16,"1,67 €"
Soll,13626,0,Vorratsglas Eckig | 0.7 L,St,,601,19,-3,"6,55 €"
Soll,426057712221,0,Vorratsglas Eckig | 1.6 L,St,,601,19,-3,"7,74 €"
Soll,13628,0,Stoffanhänger,St,,601,19,-7,"0,00 €"
Soll,13630,0,"Mandeln, gehackt & blanchiert",kg,,303,7,"-10,99","14,45 €"
Soll,13631,0,Pfirsich (gefriergetrocknet),kg,,303,7,"-2,272","86,78 €"
Soll,13435,0,Chili Garlic Jalapeno,St,NYM,302,7,-15,"6,50 €"
Soll,13633,0,Obstsalat mit Pfirsich,kg,,303,7,"-0,186","73,06 €"
Soll,13640,0,Flower Sprouts          Bayern,kg,L,101,7,"-2,676","12,99 €"
Soll,426076052043,0,Sour Cream mit Quark und Joghurt,St,,102,7,-4,"2,64 €"
Soll,401553305980,0,Hygge Punsch Zimtsnegle,St,,501,19,-11,"2,80 €"
Soll,426016624065,0,Heißer Hirsch Rosé,St,,501,19,-5,"2,68 €"
Soll,13656,0,Einkornmehl Vollkorn,Kg,,201,7,"-2,4","3,30 €"
Soll,426036585702,0,Peeling Seifensäckchen,St,,602,19,-5,"1,99 €"
Soll,13657,0,Dreieckstäschchen,St,,602,19,-5,"2,49 €"
Soll,13658,0,Seifen-Pumpe Aufsatz ohne Glas,St,,602,19,-8,"1,19 €"
Soll,400604000413,0,Tahin weiß,St,,302,7,-27,"2,86 €"
Soll,13659,0,Bunte Spiralen 5 kg,St,,203,7,-7,"13,35 €"
Soll,13613,0,Kuchensnack 2€,St,,700,7,-205,"0,60 €"
Soll,13660,0,Olivenöl lose Rap,Kg,,302,7,"-14,008","14,57 €"
Soll,13661,0,Scrunchie,St,,600,7,-18,"7,00 €"
Soll,425093712646,0,Filz Untersetzer Stern Anthrazit,St,,600,19,-2,"4,97 €"
Soll,425093713165,0,Filz Untersetzer Stern Rot,St,,600,19,-2,"4,97 €"
Soll,425102742899,0,Untersetzer Schaf Anthrazit,St,,600,19,-1,"6,45 €"
Soll,425102742898,0,Untersetzer Schaf Hellgrau,St,,600,19,-1,"6,45 €"
Soll,425102740127,0,Pocket-Täschchen grautönig,St,,600,19,-1,"2,47 €"
Soll,425102740145,0,Pocket-Täschchen rot-tönig,St,,600,19,-4,"2,47 €"
Soll,425102740172,0,Innentasche Schminksachen blau,St,,600,19,-1,"4,97 €"
Soll,425102740170,0,Innentasche Schminksachen grün,St,,600,19,-1,"4,97 €"
Soll,425102740171,0,Innentasche Schminksachen rot,St,,600,19,-1,"4,97 €"
Soll,425102740123,0,Innentasche Baumwolle rot,St,,600,19,-1,"3,98 €"
Soll,425102740122,0,Innentasche Baumwolle grün,St,,600,19,-1,"3,98 €"
Soll,425102740167,0,Innentasche Baumwolle blau,St,,600,19,-2,"3,98 €"
Soll,425102742207,0,Wärmflaschenüberzug klein Katze blau,St,,600,19,-1,"4,95 €"
Soll,425102742182,0,Wärmflaschenüberzug Katze blau groß,St,,600,19,-1,"7,95 €"
Soll,425102742181,0,Wärmflaschenüberzug groß Herz anthrazit,St,,600,19,-1,"7,95 €"
Soll,425093712204,0,Bleistift-Set,St,,600,19,-2,"2,98 €"
Soll,426039779410,0,Kids Soft Zahnbürste DI Maus  2x,St,,602,19,-16,"1,57 €"
Soll,426039779402,0,Seifensäckchen Sisal Baumwolle,St,,602,19,-13,"1,88 €"
Soll,13662,0,Pak Choy                    IT,kg,L,101,7,"-10,622","2,15 €"
Soll,400604000011,0,Erdnussmus,250g,RAP,302,7,-32,"2,34 €"
Soll,13677,0,Olivenöl lose Griechenland,kg,,302,7,"-16,94","11,89 €"
Soll,13681,0,Brottasche (Karin),St,,600,19,-2,"0,00 €"
Soll,978342463239,0,Meine Wildkräuter,St,,605,7,-2,"17,52 €"
Soll,978396747062,0,Pflegeleichte Naturgärten gestalten,St,,605,7,-1,"17,52 €"
Soll,978383383946,0,Gartenjahr für Einsteiger,St,,605,7,-2,"10,95 €"
Soll,400604021627,0,Kokosöl 400g,St,RAP,302,7,-16,"4,22 €"
Soll,400604021625,0,Kokosöl 200g,St,RAP,302,7,-29,"2,71 €"
Soll,13678,0,Olivenöl 3l Griechenland,St,,302,7,-1,"40,50 €"
Soll,978370662654,0,Das unglaubliche Hochbeet,St,,605,7,-2,"14,52 €"
Soll,13682,0,Punsch (alk.frei),St,,103,7,-13,"0,00 €"
Soll,10538,0,Spüli fest,St,PHI,600,7,-29,"8,50 €"
Soll,402871963300,0,Salz vom toten Meer,St,,301,19,-3,"1,99 €"
Soll,13683,0,"Schuhcreme bürste, Roßhaar",St,,600,19,-4,"2,85 €"
Soll,403789207025,0,"Unkrautstecher, weiß",St,,600,19,-6,"5,20 €"
Soll,12747,0,Handwerkerbürste,St,,600,19,-2,"6,65 €"
Soll,978342328372,0,Zukunft,St,,605,7,-3,"16,79 €"
Soll,13680,0,Kartoffelsemmel,St,BROT,104,7,-529,"1,30 €"
Soll,426011229362,0,Senf Mittelscharfer,St,,302,7,-89,"1,45 €"
Soll,13701,0,Schokotafel VM m.Herz + Blüten (quadr) 50g,St,k,402,7,-12,"4,00 €"
Soll,13702,0,Schokoherz ZB m. wHerzuBlüten,St,k,402,7,-20,"2,83 €"
Soll,13803,0,Fenchel Billesberger,Kg,,1300,7,"-3,206","5,14 €"
Soll,13804,0,Rosinensemmel,St,BROT,104,7,-34,"1,25 €"
Soll,12153,0,Rosinenschnecken,St,,104,7,-27,"3,29 €"
